#year,Title,Director,Cast,Genre,level,
2010,Ideachi Kalpana,Sachin Pilgaonkar,"Sachin Pilgaonkar, Ashok Saraf, Mahesh Kothare, Bhargavi Chirmule, Nirmiti Sawant",Comedy,1,
2009,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekhar,"Sachin Khedekar,Makarand Anaspure, Mahesh Manjrekar, Priya Bapat",Everest Entertainment,1,
2009,Goshta Choti Dongraevadhi,Nagesh Bhonsle,"Makarand Anaspure, Nagesh Bhonsle,Sayaji Shinde, Madhavi Juvekar",,2,
2009,Bokya Satbande,Raj Pendurkar,"Aryan Narvekar,Dilip Prabhavalkar",Nishad Audio Visuals,2,
2009,Nishani Dava Angatha,Purshottam Berde,"Makarand Anaspure, Ashok Saraf, Nirmiti Sawant",Ashtavinayak Chitra,0,
2009,Hello! Gandhe Sir,"Sameer Naik, Sandeep Deshpande","Bharat Jadhav, Girish Oak",Everest Entertainment,1,
2009,Mi Shivajiraje Bhosale Boltoy,Santosh Manjrekhar,"Sachin Khedekar,Makarand Anaspure, Mahesh Manjrekar, Priya Bapat",Everest Entertainment,2,
2009,Goshta Choti Dongraevadhi,Nagesh Bhonsle,"Makarand Anaspure, Nagesh Bhonsle,Sayaji Shinde, Madhavi Juvekar",,2,
2009,Bokya Satbande,Raj Pendurkar,"Aryan Narvekar,Dilip Prabhavalkar",Nishad Audio Visuals,1,
2009,Nishani Dava Angatha,Purshottam Berde,"Makarand Anaspure, Ashok Saraf, Nirmiti Sawant",Ashtavinayak Chitra,0,
2009,Hello! Gandhe Sir,"Sameer Naik, Sandeep Deshpande","Bharat Jadhav, Girish Oak",Everest Entertainment,1,
2009,Gabhricha Paus,Satish Manwar,"Girish Kulkarni, Sonali Kulkarni,Jyoti Subhash",Everest Entertainment,0,
2009,Agnidivya,Ajit Shirole,"Mohan Agashe, Subodh Bhave,Mohan Joshi","Paras Movies, Suryaputra",1,
2009,Gandha,Sachin Kundalkar,"Girish Kulkarni,Amruta Subhash, Neena Kulkarni",Flashbulbs Ventures,2,
2009,Rita,Renuka Shahane,"Pallavi Joshi, Jackie Shroff,Renuka Shahane",Walkwater Media,1,
2009,Samaantar,Amol Palekar,"Radhika Apte, Makrand Deshpande,Amol Palekar,Sharmila Tagore",Reliance Big Pictures,2,
2009,Anolkhi Hey Ghar Maze,Sachin Deo,"Ashok Saraf,Tushar Dalvi, Kavita Lad","Akshar Films, Nomad Films",1,
2009,Jogwa,Rajiv Patil,"Upendra Limaye, Mukta Barve,Vinay Apte",iDream Productions,2,
2009,Anolkhi Hey Ghar Maze,Sachin Deo,"Ashok Saraf,Tushar Dalvi, Kavita Lad","Akshar Films, Nomad Films",1,
2009,Jogwa,Rajiv Patil,"Upendra Limaye, Mukta Barve,Vinay Apte",iDream Productions,23,
2009,Gaiir,Satish Rajwade,"Ankush Choudhary, Sandeep Kulkarni, Tejaswini Pandit,Amruta Khanvilkar",,2,
2009,Ek Cup Chya,"Sumitra Bhave, Sunil Sukthankar","Om Bhutkar, Devika Daftardar, Madan Deodhar",Everest Entertainment,1,
2008,Mi Amruta Boltey,Samruddhi Jadhav,"Madhu Kambikar, Madhura Velankar",,0,
2008,Valu (film),Umesh Vinayak Kulkarni,"Atul Kulkarni,Girish Kulkarni,Bharati Achrekar, Mohan Agashe","Girish Kulkarni,Umesh Vinayak Kulkarni",1,
2008,Checkmate,Sanjay Jadhav,"Sanjay Narvekar, Ankush Choudhary, Swapnil Joshi",Nishad Audio Visuals,0,
2008,Sasu Numbari Jawai Dus Numbri,Vijay Patkar,"Makarand Anaspure, Pradnya Jadhav, Nirmiti Sawant",Everest Entertainment,1,
2008,Jawai Maaza Bhala,Adwait Dadarkar,"Vikram Gokhale, Amita Khopkar, Jayant Savarkar",Everest Entertainment,1,
2008,Full 3 Dhamaal,Mahesh Kothare,"Makarand Anaspure,Priya Arun, Prasad Oak",Kothare & Kothare Vision,1,
2008,Sakhi,Sanjay Surkar,"Ashok Saraf, Sonali Kulkarni, Subodh Bhave","Shri Chintamani Vision,Everest Entertainment",2,
2008,De Dhakka,"Atul Kale, Sudesh Manjrekar","Makarand Anaspure,Shivaji Satam,Siddharth Jadhav",Zee Talkies,1,
2008,Sanai Choughade,Rajiv Patil,"Sai Tamhankar,Santosh Juvekar,Shreyas Talpade, Subodh Bhave, Tushar Dalvi",Everest Entertainment,0,
2008,Doghat Tisra Aata Sagala Visara,Kaanchan Adhikkari,"Makarand Anaspure, Mohan Joshi, Mrunmayee Lagoo",,1,
2008,Doghat Tisra Aata Sagala Visara,Kaanchan Adhikkari,"Makarand Anaspure, Mohan Joshi, Mrunmayee Lagoo",,0,
2008,Baap Re Baap Dokyala Taap,Kaanchan Adhikkari,"Makarand Anaspure, Vandana Gupte, Siddharth Jadhav",Everest Entertainment,1,
2008,Hari Om Vithala,Saad Dalvi,"Makarand Anaspure, Amita Khopkar, Nisha Parulekar",Everest Entertainment,0,
2008,Uladhaal,Aditya Sarpotdar,"Makarand Anaspure, Subodh Bhave, Ankush Choudhary,Bharat Jadhav,Siddharth Jadhav",Vishwas Chitra,2,
2008,Ek Daav Dhobhi Pachhad,Satish Rajwade,"Ashok Saraf,Mukta Barve,Subodh Bhave, Prasad Oak",Shree Mangesh Films,1,
2008,Hari Om Vithala,Saad Dalvi,"Makarand Anaspure, Amita Khopkar, Nisha Parulekar",Everest Entertainment,1,
2008,Uladhaal,Aditya Sarpotdar,"Makarand Anaspure, Subodh Bhave, Ankush Choudhary,Bharat Jadhav,Siddharth Jadhav",Vishwas Chitra,0,
2008,Ek Daav Dhobhi Pachhad,Satish Rajwade,"Ashok Saraf,Mukta Barve,Subodh Bhave, Prasad Oak",Shree Mangesh Films,1,
2008,Uladhaal,Aditya Sarpotdar,"Makarand Anaspure, Subodh Bhave, Ankush Choudhary,Bharat Jadhav,Siddharth Jadhav",Vishwas Chitra,0,
2008,Ek Daav Dhobhi Pachhad,Satish Rajwade,"Ashok Saraf,Mukta Barve,Subodh Bhave, Prasad Oak",Shree Mangesh Films,1,
2008,Ek Daav Dhobhi Pachhad,Satish Rajwade,"Ashok Saraf,Mukta Barve,Subodh Bhave, Prasad Oak",Shree Mangesh Films,1,
2007,Dohaa,Pushkaraj Raj Paranjpe,"Leena Bhagwat, Abhay Mahajan, Suhas Palshikar",Magic Eye Films,2,Drama
2007,Jau Tithe Khau,Abhay Kirti,"Makarand Anaspure, Kuldip Pawar, Dipali Sayyad","Everest Entertainment, Paandav Productions",2,Comedy
2007,Arre... Devaa!,Hemant Deokar,"Makarand Anaspure, Surekha Kudachi, Arun Nalawade",Everest Entertainment,1,Drama film
2007,Lagnacha Dhumdhadaka,Pitambar Kale,"Vijay Chavan, Bharat Jadhav, Sanjay Narvekar",Everest Entertainment,1,Romance
2007,Zabardast,Mahesh Kothare,"Pushkar Jog, Manasi Naik,Sanjay Narvekar",S J Films,1,"Action,Adventure,Drama"
2007,Lagnacha Dhumdhadaka,Pitambar Kale,"Vijay Chavan, Bharat Jadhav, Sanjay Narvekar",Everest Entertainment,2,Romance
2007,Zabardast,Mahesh Kothare,"Pushkar Jog, Manasi Naik,Sanjay Narvekar",S J Films,1,"Action,Adventure,Drama"
2007,Bakula Namdev Ghotale,Kedar Shinde,"Bharat Jadhav, Siddharth Jadhav, Vijay Chavan",Shemaroo Films,2,Comedy film
2007,Bharat Aala Parat,Vijay Gokhale,"Bharat Jadhav,Ramesh Bhatkar, Vijay Chavan",,0,
2007,Saade Maade Teen,"Ankush Choudhary,Sachit Patil","Ashok Saraf, Makarand Anaspure, Bharat Jadhav,Amruta Khanvilkar,Siddharth Jadhav",,1,Comedy
2007,Kadachit,Chandrakant Kulkarni,"Ashwini Bhave, Sachin Khedekar, Sadashiv Amrapurkar",Kasa Films,0,"Drama,Mystery,Thriller"
2007,Mumbaicha Dabewala,Manohar Sarvankar,"Smitha Gondkar, Bharat Jadhav, Deepali Saiyyed",Everest Entertainment,2,Drama
2007,Nirop,Sachin Kundalkar,"Sameer Dharmadhikari, Devika Daftardar, Gauri Kulkarni",,0,National Film Award for Best Feature Film in Marathiin 2007
2007,Gadhvache Lagna,Raju Phulkar,"Makarand Anaspure,Sonalee Kulkarni,Gazhal Dabholkar,Sanjay Khapre",,1,Sonalee Kulkarni'sMarathi Moviedebut
2007,Gojiri,Viju Mane,"Sunil Barve, Madhura Velankar,Abhijeet Chavan",,0,
2007,Jinki Re Jinki,Rishi Deshpande,"Sharad Mone, Tanay Dighe, Devashis Paranjpe",,2,
2007,Savalee,Rajendra Talak,"Reema Lagoo, Swapnil Bandodkar, Urmila Kanitkar",,1,
2007,Aevdhese Aabhal,Bipin Nadkarni,"Pratiksha Lonkar, Hrutvik Nadkarni, Ashok Shinde",,1,
2007,Soor Rahu De,"Mohan Jawade, Mangesh Kadam","Sunil Barve, Shubhangi Gokhale, Kshitij Jharapkar",,1,
2007,Maherchi Maaya,Satish Ranadive,"Master Abu, Kishori Ambiye, Milind Gawli",,0,
2006,Matichya Chuli,"Atul Kale, Sudesh Manjrekar","Ankush Choudhary, Madhura Velankar,Sudhir Joshi,Vandana Gupte,Anand Abhyankar","Ashwami Films, Everest Entertainment",2,"Comedy,Drama"
2006,Kshan,Mandar Devasthali,"Subodh Bhave, Deepa Parab, Prasad Oak",Amol Production,2,"Drama,Romance"
2006,Hee Porgi Kunachi,Girish Mohite,"Kadambari Kadam, Arun Nalawade, Nirmiti Sawant, Swati Chitnis",Amol Production,1,"Drama,Romance"
2006,Yanda Kartavya Aahe,Kedar Shinde,"Ankush Choudhary,Smita Shewale,Mohan Joshi","Everest Entertainment, Nova Advertising Palace",2,"Comedy,Romance"
2006,Shubh Mangal Savdhan,Mahesh Kothare,"Urmila Kanitkar, Niranjan Namjoshi,Ashok Saraf,Makarand Anaspure","Everest Entertainment, Mangal Sandhya Pictures",1,"Drama,Comedy"
2006,Raasta roko,Devashish Shedge,"Mrinal Kulkarni, Sanjay Mone,Sachit Patil",Anubhuti Arts,2,Drama
2006,Anandache Jhaad,Sanjay Surkar,"Sunil Barve, Prashant Damle,Suhas Joshi",Everest Entertainment,1,Drama
2006,Hee Shrinchi Ichha,Madhusudan Kalekar,"Nayan Joshi, Vijay Joshi,Ravindra Mankani",Everest Entertainment,2,Drama
2006,Majha Navra Tujhi Bayko,Kedar Shinde,"Bharat Jadhav, Ankush Choudhary, Kranti Redkar",Shemaroo Films,1,Comedy
2006,Gauri (film),Vijay Bhanu,"Priya Bhende, Raghavendra Kadkol, Kuldip Pawar",Everest Entertainment,2,Drama
2006,Shevri,Gajendra Ahire,"Nina Kulkarni, Mohan Agashe, Uttara Baokar",November 2006 (India),1,National Film Award for Best Feature Film in Marathiin 2006
2006,Bayo,Gajendra Ahire,"Vikram Gokhale, Mrinal Kulkarni, Shreyas Talpade",March 2006 (India),2,
2006,Sawal Majha Premacha,Kumar Sohoni,"Vijay Chavan, Ajinkya Deo, Madhu Kambikar",September 2006(India),2,
2006,"Pahili Sher, Dusri Savvasher, Navara Pavsher",Pitambar Kale,"Ashok Saraf, Surekha Kudachi, Sarika Nilatkar",,1,
2006,Jatra,Kedar Shinde,"Bharat Jadhav, Siddharth Jadhav, Priya Arun",,1,
2006,Badha,"Sumitra Bhave, Sunil Sukthankar","Uttara Baokar, Renuka Daftardar, Amruta Subhash",,2,
2006,Sail,Gajendra Ahire,"Sandip Jadhav, Mohan Joshi, Reema Lagoo",,1,
2006,Restaurant,Sachin Kundalkar,"Hemu Adhikari, Uttara Baokar, Sameer Dharmadhikari",,0,
2006,Chashme Bahaddar,Vijay Patkar,"Sanjay Narvekar, Dipali Sayyad, Rasika Joshi, Vijay Chavan",9/1/2006,1,
2006,Nana Mama,Sameer Kulkarni,"Bharat Jadhav, Makarand Anaspure, Vijay Chavan",,2,
2006,Aai Shappath..!,Sanjay Surkar,"Mansi Salvi, Shreyas Talpade, Ankush Choudhary",7/1/2006,1,
2006,Aaila Re!!,Deepak Naidu,"Ankush Choudhary,Jitendra Joshi, Pallavi Subhash",,2,
2006,Nital,"Sumitra Bhave, Sunil Sukthankar","Devika Daftardar, Shekhar Kulkarni, Uttara Baokar",,1,
2006,Lapun Chapun,Kumar Sohoni,"Vikram Gokhale, Bharat Jadhav, Kavita Lad",October 2006 (India),2,
2006,Divasen Divas,Gajendra Ahire,"Bharati Achrekar, Sunil Barve, Vandana Gupte",,1,
2006,Shevri,Gajendra Ahire,"Nina Kulkarni, Mohan Agashe, Uttara Baokar",November 2006 (India),2,National Film Award for Best Feature Film in Marathiin 2007
2006,Bayo,Gajendra Ahire,"Vikram Gokhale, Mrinal Kulkarni, Shreyas Talpade",March 2006 (India),1,
