Year,Title,Genre,Director,Cast,Level
2014,Maryade,Drama,Maharaja,"Nagaraj, Ravi Chetan, Harshika Poonachha, Avinash, Suchendra Prasad",
2014,Khaidi,Action - Drama,K. S. R. Das,"Vishnuvardhan, Madhavi, Aarathi, Jayamalini, Mukhyamantri Chandru",
2014,Agraja,Action Drama,Sri Nandan,"Jaggesh, Darshan, Kamna Jethmalani, Sanjjanaa, Rangayana Raghu, Hardhika Shetty",
2014,Kwatle Sathisa,Comedy,Mahesh Rao,"Sathish Ninasam, Sonia Gowda, Achyuth Kumar",
2014,Aathma Sakshi,Drama,Manu N,"Manu, Shwetha Srivatsav, Shankar Bhat, Umesh",
2014,12/1/2015,Political drama,P. Sheshadri,"H. G. Dattatreya, Nivedhitha, Santhosh Uppina",
2014,Veera Pulikeshi,Action Drama,Ma Ba,"Bharath Sarja, Rekha Vedavyas, P. Ravi Shankar, Avinash, Raju Talikote, Padma Vaasanthi, Honnavalli Krishna",
2014,Malli,Romance Drama,Vishnupriyan,"Sujeeth, Disha Poovaiah, Soujanya, Sonia",
2014,Maanikya,Action Thriller Romance Drama Comedy,Sudeep,"V. Ravichandran, Sudeep, Ramya Krishna, Varalaxmi, Ranya, Ravishankar, Ashok, Avinash, Vijayakumar, Sadhu Kokila, Sharan, Tennis Krishna",
2014,Ajith,Action Thriller Romance Drama Comedy,Mahesh Babu,"Chiranjeevi Sarja, Nikki Galrani,",
2014,Just Love,Romance Drama,S. Nagendra Urs,"J. Karthik, Neha Saxena, Achyuth Kumar",
2014,Hara,Action Drama,Devaraj Palan,"Vasanth, Pragna, Rahul Dev, Vinaya Prasad, Sadhu Kokila, Avinash, Dharma",
2014,Gajakesari,Action Romance Period,Krishna,"Yash, Amulya, Ananth Nag, Shahbaz Khan, Rangayana Raghu, Sadhu Kokila",
2014,Savaari 2,Drama,Jacob Verghese,"Srinagar Kitty, Sruthi Hariharan, Kiran Rao, Girish Karnad, Abbas, Madhurima",
2014,Pungi Daasa,Comedy,M. S. Sreenath,"Komal Kumar, Asma Badar, R. N. Sudarshan, Sowcar Janaki, B. C. Patil",
2014,Oggarane,Comedy Drama,Prakash Rai,"Prakash Rai, Sneha, Samyuktha Horanadu, Urvashi",
2014,Billion Dollar Baby,Drama,Shriya Dinakar,"Shriya Dinakar, Suresh Heblikar, Shivadhwaj, Bank Janardhan",
2014,Matthe Satyagraha,Drama,B.Shivananda,"Yogesh, Neha Patil, H. G. Dattatreya",
2014,Jamboo Savari,Comedy Romance Drama,K. C. Venugopal,"Prajwal Devaraj, Nikki Galrani, Mitra, Achyuth Rao, Chaitra Rai",
2014,Preethi Geethi Ityaadi,Comedy Romance,Veerendra,"Pawan Wadeyar, Sangeetha Bhat, Vinaya Prasad, Rangayana Raghu",
2014,24 Carat,Drama,S. Umesh,"Virat, Pooja, Rishikumar, Rangayana Raghu, Shobharaj",
2014,Gargar_Mandala,Drama,Ravi Basrur,"Adarsh, Shemitha, Omguru, Vijay Basrur",
2014,Drishya,Family Drama Thriller,P. Vasu,"V. Ravichandran, Navya Nair, Prabhu, Asha Sarath, Achyuth Kumar, Suchendra Prasad",
2014,Typical Kailas,Comedy Romance,B. N. Mallika,"Srujan Lokesh, Vrinda Pavana, Om Prakash Rao",
2014,Love is Poison,Romance,Nandan Prabhu,"Rajesh, Shruthi Raj, Poonam Pandey",
2014,Jai Lalitha,Comedy,Pon Kumaran,"Sharan, Disha Pandey, Aishwarya Devan, Ravishankar Gowda, Harish Raj",
2014,Paru Wife of Devadas,Comedy Romance,Kiran Govi,"Srinagar Kitty, Soundarya Jayamala, Neha Patil, V. Manohar",
2013,Galaate,Romantic comedy,M. D. Sridhar,"Prajwal Devaraj, Kriti Kharbanda, Hardhika Shetty, Shashikumar, Tara",
2013,Ee Bhoomi Aa Bhanu,Romance,K. C. Venugopal,"Patre Ajith, Saranya Mohan, Suresh Heblikar",
2013,Kotlallappo Kai,Adult romance,Rishi,"Yathiraj, Dhanush, Nayana, Sangeetha Shetty",
2013,Manasina Putadali,Romance,Prashanth K. Shetty,"Kishan Bhandary, Raksha",
