#Year,Title,Genre,Studio,Cast,Level,
2011,Winnie the Pooh,,Walt Disney Pictures /Walt Disney Animation Studios,"Stephen J. Anderson, Don Hall (directors); Jim Cummings, Tom Kenny, Craig Ferguson, Travis Oates, Bud Luckey, John Cleese, Huell Howser, Jack Boulter,Kristen Anderson-Lopez, Wyatt Dean Hall",0,
2011,Thor,,Paramount Pictures /Marvel Studios,"Kenneth Branagh (director); Mark Protosevich, Zack Stentz, Ashley Edward Miller,Don Payne (screenplay); Chris Hemsworth, Natalie Portman, Tom Hiddleston,Stellan Skarsgård, Colm Feore, Ray Stevenson, Idris Elba, Kat Dennings, Rene Russo, Anthony Hopkins",1,
2011,African Cats,,Disneynature,"Alastair Fothergill, Keith Scholey (directors); Samuel L. Jackson",2,
2011,Madea's Big Happy Family,,Lionsgate,"Tyler Perry (director/screenplay); Tyler Perry, Loretta Devine, Bow Wow, Lauren London, Isaiah Mustafa",0,
2011,Water for Elephants,,20th Century Fox,"Francis Lawrence (director); Richard LaGravenese (screenplay); Robert Pattinson, Reese Witherspoon, Christoph Waltz, Hal Holbrook, Ken Foree",1,
2011,Hoodwinked Too! Hood vs. Evil,,The Weinstein Company,"Michael D'Isa-Hogan (director); Cory Edwards, Todd Edwards, Tony Leech(screenplay); Glenn Close, Cheech Marin, Tommy Chong, Hayden Panettiere,Amy Poehler, Martin Short, Patrick Warburton",0,
2011,Bridesmaids,,Universal Pictures,"Paul Feig (director); Annie Mumolo, Kristen Wiig (screenplay); Kristen Wiig, Maya Rudolph, Rose Byrne, Melissa McCarthy, Wendi McLendon-Covey, Ellie Kemper,Matt Lucas, Chris O'Dowd, Rebel Wilson",0,
2011,Prom,,Walt Disney Pictures,"Joe Nussbaum (director); Katie Wech (screenplay); Danielle Campbell, Aimee Teegarden, Nicholas Braun, Thomas McDonnell",0,
2011,Something Borrowed,,Warner Bros.,"Luke Greenfield (director); Jennie Snyder Urman (screenplay); Ginnifer Goodwin,Kate Hudson, John Krasinski, Colin Egglesfield, Steve Howey",0,
2011,Fullmetal Alchemist: The Sacred Star of Milos,,Eleven Arts,"Kazuya Murata (director); Hiromu Arakawa, Yuichi Shinbo (screenplay); Romi Park, Rie Kugimiya, Maaya Sakamoto, Toshiyuki Morikawa, Shinichiro Miki",0,
2011,Jumping the Broom,,TriStar Pictures,"Salim Akil (director); Arlene Gibbs, Elizabeth Hunter (screenplay); Angela Bassett,Mike Epps, Paula Patton, Laz Alonso, Meagan Good, Loretta Devine",0,
2011,Pirates of the Caribbean: On Stranger Tides,,Walt Disney Pictures,"Rob Marshall (director); Ted Elliott, Terry Rossio (screenplay); Johnny Depp,Geoffrey Rush, Ian McShane, Penélope Cruz, Kevin R. McNally",0,
2011,Midnight in Paris,,Sony Pictures Classics,"Woody Allen (director/screenplay); Owen Wilson, Rachel McAdams, Kathy Bates,Adrien Brody, Marion Cotillard, Michael Sheen",2,
2011,We Need to Talk About Kevin,,Oscilloscope Laboratories,"Lynne Ramsay (director/screenplay); Rory Kinnear (screenplay); Tilda Swinton,John C. Reilly, Ezra Miller",0,
2011,Restless,,Sony Pictures Classics,"Gus Van Sant (director); Mia Wasikowska, Henry Hopper",2,
2011,Miss Bala,,Canana Films / 20th Century Fox,"Gerardo Naranjo (director/screenplay); Mauricio Katz (screenplay); Stephanie Sigman, Irene Azuela, Miguel Couturier, Gabriel Heads, Noe Hernandez, James Russo, Jose Yenque",1,
2011,Priest,,Screen Gems,"Scott Stewart (director); Cory Goodman (screenplay); Paul Bettany, Cam Gigandet, Lily Collins, Karl Urban, Maggie Q, Stephen Moyer, Christopher Plummer, Brad Dourif, Mädchen Amick",1,
2011,Footnote,,Sony Pictures Classics,"Joseph Cedar (director/screenplay); Shlomo Bar Aba, Lior Ashkenazi",2,
2011,Departures,,Independent,Ali Yasin Akarçeşme (director),1,
2011,The Artist,,The Weinstein Company,"Michel Hazanavicius (director/screenplay); Jean Dujardin, Berenice Bejo, John Goodman, James Cromwell",1,
2011,The Tree of Life,,Fox Searchlight Pictures,"Terrence Malick (director/screenplay); Brad Pitt, Sean Penn, Jessica Chastain",2,
2011,Where Do We Go Now?,,Sony Pictures Classics,"Nadine Labaki (director/screenplay); Jihad Hojeily, Rodney Al Haddad, Thomas Bidegain (screenplay); Nadine Labaki, Leyla Fouad, Claude Msawbaa, Antoinette El-Noufaily",1,
2011,Melancholia,,Magnolia Pictures,"Lars von Trier (director/screenplay); Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård, John Hurt, Udo Kier",0,
2011,"Oslo, August 31st",,Strand Releasing,Joachim Trier (director/screenplay); Eskil Vogt (screenplay); Anders Danielsen Lie,0,
2011,The Skin I Live In,,Sony Pictures Classics,"Pedro Almodóvar (director/screenplay); Antonio Banderas, Elena Anaya",1,
2011,Drive,,FilmDistrict,"Nicolas Winding Refn (director/screenplay); Hossein Amini (screenplay); Ryan Gosling, Carey Mulligan, Bryan Cranston, Ron Perlman, Albert Brooks, Christina Hendricks, Oscar Isaac",2,
2011,This Is Not a Film,,Palisades Tartan Films,"Jafar Panahi, Mojtaba Mirtahmasb (directors)",1,
2011,Once Upon a Time in Anatolia,,Cinema Guild,"Nuri Bilge Ceylan (director); Ercan Kesel, Ebru Ceylan, N.B. Ceylan (screenplay); Muhammet Uzuner, Yilmaz Erdogan, Taner Birsel",0,
2011,Kung Fu Panda 2,,Paramount Pictures /DreamWorks Animation,"Jennifer Yuh Nelson (director); Jonathan Aibel, Glenn Berger (screenplay); Jack Black, Angelina Jolie, Gary Oldman, Dustin Hoffman, Jackie Chan, Seth Rogen,Lucy Liu, David Cross, James Hong, Michelle Yeoh, Danny McBride, Dennis Haysbert, Jean-Claude Van Damme, Victor Garber",0,
2011,X-Men: First Class,,20th Century Fox,"Matthew Vaughn (director/screenplay); Ashley Edward Miller, Zack Stentz, Jane Goldman (screenplay); James McAvoy, Michael Fassbender, Kevin Bacon, Rose Byrne, January Jones, Jason Flemyng, Oliver Platt",1,
2011,The Hangover Part II,,Warner Bros.,"Todd Phillips (director/screenplay); Scot Armstrong, Craig Mazin (screenplay);Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Jeffrey Tambor, Ken Jeong, Mike Tyson, Bryan Callen, Paul Giamatti, Jamie Chung, Nick Cassavetes",0,
2011,The Lion of Judah,,Animated Family Films,"Deryck Broom, Roger Hawkins (directors); Brent Dawes (screenplay); Michael Madsen, Ernest Borgnine, Scott Eastwood, Vic Mignogna",0,
2011,Judy Moody and the Not Bummer Summer,,Relativity Media,"John Schultz (director); Kathy Waugh, Megan McDonald (screenplay); Jordana Beatty, Heather Graham, Parris Mosteller",0,
2011,Super 8,,Paramount Pictures / Bad Robot,"J. J. Abrams (director/screenplay); Joel Courtney, Elle Fanning, Kyle Chandler,Riley Griffiths, Ryan Lee, Ron Eldard",2,
2011,Jiro Dreams of Sushi,,Magnolia Pictures,David Gelb (director),0,
2011,The Smurfs,,Columbia Pictures / Sony Pictures Animation,"Raja Gosnell (director); J. David Stem, David N. Weiss, Jay Scherick, David Ronn (screenplay); Neil Patrick Harris, Jayma Mays, Sofía Vergara, Hank Azaria, Tim Gunn, Jonathan Winters, Katy Perry, Alan Cumming, George Lopez, Anton Yelchin, Fred Armisen, John Kassir, Paul Reubens, John Oliver, Kenan Thompson, B. J. Novak, Jeff Foxworthy, Wolfgang Puck, Gary Basaraba, Frank Welker",0,
2011,Bad Teacher,,Columbia Pictures,"Jake Kasdan (director); Lee Eisenberg, Gene Stupnitsky (screenplay); Cameron Diaz, Jason Segel, Justin Timberlake, Lucy Punch, John Michael Higgins, Phyllis Smith, Thomas Lennon, Eric Stonestreet",2,
2011,Green Lantern,,Warner Bros. / DC Comics,"Martin Campbell (director); Greg Berlanti, Michael Green, Marc Guggenheim,Michael Goldenberg (screenplay); Ryan Reynolds, Blake Lively, Peter Sarsgaard,Mark Strong, Tim Robbins, Geoffrey Rush, Angela Bassett, Temuera Morrison,Michael Clarke Duncan",1,
2011,Mr. Popper's Penguins,,20th Century Fox,"Mark Waters (director); Sean Anders, John Morris (screenplay); Jim Carrey, Carla Gugino, Angela Lansbury, Madeline Carroll, Clark Gregg",0,
2011,Cars 2,,Walt Disney Pictures /Pixar Animation Studios,"John Lasseter, Brad Lewis (directors); Ben Queen (screenplay); Owen Wilson,Larry the Cable Guy, Michael Caine, Emily Mortimer, Jason Isaacs, Eddie Izzard,John Turturro",2,
2011,Transformers: Dark of the Moon,,Paramount Pictures /Hasbro,"Michael Bay (director); Ehren Kruger (screenplay); Shia LaBeouf, Josh Duhamel,John Turturro, Tyrese Gibson, Rosie Huntington-Whiteley, Patrick Dempsey,Kevin Dunn, Julie White, Ken Jeong, John Malkovich, Frances McDormand",0,
2011,A Better Life,,Summit Entertainment,"Chris Weitz (director); Demián Bichir, José Julián",1,
2011,Bol,,Shoman Productions,"Shoaib Mansoor (director); Manzar Sehbai, Shafqat Cheema, Humaima Malik,Mahira Khan, Atif Aslam, Iman Ali, Zaib Rehman, Mahnoor Khan, Meher Sagar,Amr Kashmiri, Irfan Khoosat",2,
2011,Larry Crowne,,Universal Pictures,"Tom Hanks (director/screenplay); Nia Vardalos (screenplay); Tom Hanks, Julia Roberts, Taraji P. Henson, Cedric the Entertainer, George Takei, Rita Wilson,Bryan Cranston",0,
2011,Horrible Bosses,,Warner Bros. / New Line Cinema,"Seth Gordon (director); Michael Markowitz, John Francis Daley, Jonathan Goldstein (screenplay); Jason Bateman, Charlie Day, Jason Sudeikis, Jamie Foxx,Jennifer Aniston, Kevin Spacey, Colin Farrell, Donald Sutherland, Julie Bowen",0,
2011,Monte Carlo,,20th Century Fox,"Tom Bezucha (director); Tom Bezucha, Maria Maggenti, April Blair (screenplay);Selena Gomez, Leighton Meester, Katie Cassidy, Cory Monteith, Andie MacDowell",0,
2011,Collaborator,,Tribeca Film,"Martin Donovan (director/screenplay); Martin Donovan, David Morse, Olivia Williams, Katherine Helmond",1,
2011,Harry Potter and the Deathly Hallows – Part 2,,Warner Bros.,"David Yates (director); Steve Kloves (screenplay); Daniel Radcliffe, Rupert Grint,Emma Watson",0,
2011,Zookeeper,,Columbia Pictures / MGM,"Frank Coraci (director); Nick Bakay, Kevin James, Rock Reuben, Jay Sherick, David Ronn (screenplay); Kevin James, Rosario Dawson, Leslie Bibb",0,
2011,Captain America: The First Avenger,,Paramount Pictures /Marvel Studios,"Joe Johnston (director); Christopher Markus, Stephen McFeely (screenplay);Chris Evans, Tommy Lee Jones, Hugo Weaving, Hayley Atwell, Sebastian Stan,Dominic Cooper, Neal McDonough, Derek Luke, Stanley Tucci",0,
2011,Friends with Benefits,,Screen Gems,"Will Gluck (director/screenplay); Harley Peyton, Keith Merryman, David A. Newman (screenplay); Justin Timberlake, Mila Kunis, Woody Harrelson, Patricia Clarkson, Richard Jenkins, Bryan Greenberg, Jenna Elfman",1,
2011,Cowboys & Aliens,,Universal Pictures /DreamWorks Studios,"Jon Favreau (director); Roberto Orci, Alex Kurtzman, Damon Lindelof, Mark Fergus, Hawk Ostby (screenplay); Daniel Craig, Harrison Ford, Olivia Wilde",1,
2011,Colombiana,,TriStar Pictures / Stage 6 Films,"Olivier Megaton (director); Luc Besson, Robert Mark Kamen (screenplay); Zoe Saldana, Michael Vartan, Cliff Curtis, Lennie James, Jordi Molla",0,
2011,"Crazy, Stupid, Love.",,Warner Bros.,"John Requa, Glenn Ficarra (directors); Dan Fogelman (screenplay); Steve Carell,Julianne Moore, Ryan Gosling, Analeigh Tipton, Emma Stone, Marisa Tomei,Kevin Bacon, John Carroll Lynch, Jonah Bobo, Josh Groban, Liza Lapira, Joey King",1,
2011,Final Destination 5,,Warner Bros. / New Line Cinema,"Steven Quale (director); Eric Heisserer (screenplay); Nicholas D'Agosto, Emma Bell, Miles Fisher, Arlen Escarpeta, David Koechner, Tony Todd",2,
2011,The Change-Up,,Universal Pictures,"David Dobkin (director); Jon Lucas, Scott Moore (screenplay); Ryan Reynolds,Jason Bateman",1,
2011,Rise of the Planet of the Apes,,20th Century Fox,"Rupert Wyatt (director); Rick Jaffa and Amanda Silver (screenplay); James Franco, Freida Pinto, John Lithgow, Brian Cox, Tom Felton, Andy Serkis",1,
2011,Glee: The 3D Concert Movie,,20th Century Fox,"Kevin Tancharoen (director); Dianna Agron, Chris Colfer, Darren Criss, Kevin McHale, Lea Michele, Cory Monteith, Heather Morris, Amber Riley, Naya Rivera,Mark Salling, Jenna Ushkowitz, Harry Shum, Jr., Chord Overstreet, Ashley Fink",0,
2011,Monsieur Lazhar,,Music Box Films,"Philippe Falardeau (director/screenplay); Mohamed Fellag, Sophie Nélisse, Emilien Neron, Danielle Proulx, Brigitte Poupart",0,
2011,One Day,,Focus Features,"Lone Scherfig (director); David Nicholls (screenplay); Anne Hathaway, Jim Sturgess, Patricia Clarkson, Rafe Spall, Ken Stott, Romola Garai",2,
2011,The Help,,Touchstone Pictures /DreamWorks Studios,"Tate Taylor (director/screenplay); Emma Stone, Viola Davis, Octavia Spencer,Jessica Chastain, Bryce Dallas Howard, Allison Janney",2,
2011,Conan the Barbarian,,Lionsgate,"Marcus Nispel (director); Thomas Dean Donnelly, Joshua Oppenheimer, Sean Hood (screenplay); Jason Momoa, Rachel Nichols, Stephen Lang, Rose McGowan, Saïd Taghmaoui, Leo Howard, Bob Sapp, Ron Perlman",0,
2011,30 Minutes or Less,,Columbia Pictures,"Ruben Fleischer (director); Michael Diliberti, Matthew Sullivan (screenplay); Jesse Eisenberg, Aziz Ansari, Danny McBride, Nick Swardson",1,
2011,Fright Night,,Touchstone Pictures /DreamWorks Studios,"Craig Gillespie (director); Marti Noxon (screenplay); Anton Yelchin, Colin Farrell,Christopher Mintz-Plasse, David Tennant, Imogen Poots, Toni Collette",0,
2011,Spy Kids: All the Time in the World,,Dimension Films,"Robert Rodriguez (director/screenplay); Jessica Alba, Joel McHale, Alexa Vega,Daryl Sabara, Rowan Blanchard, Mason Cook, Ricky Gervais, Jeremy Piven",0,
2011,Abduction,,Lionsgate,"John Singleton (director); Shawn Christensen, Jeffrey Nachmanoff (screenplay);Taylor Lautner, Lily Collins, Alfred Molina, Jason Isaacs, Maria Bello, Sigourney Weaver, Michael Nyqvist, Denzel Whitaker",0,
2011,Courageous,,TriStar Pictures,"Alex Kendrick (director/screenplay); Stephen Kendrick (screenplay); Alex Kendrick, Kevin Downes, Ken Bevel, Ben Davies, Matt Hardwick",1,
2011,Headhunters,,Magnolia Pictures,"Morten Tyldum (director); Lars Gudmestad, Jo Nesbø, Ulf Ryberg (screenplay);Aksel Hennie, Synnove Macody Lund, Nikolaj Coster-Waldau",2,
2011,The Ides of March,,Columbia Pictures,"George Clooney (director/screenplay); Grant Heslov, Beau Willimon (screenplay);Ryan Gosling, George Clooney, Philip Seymour Hoffman, Paul Giamatti, Marisa Tomei, Evan Rachel Wood, Jeffrey Wright",1,
2011,Carnage,,Sony Pictures Classics,"Roman Polanski (director/screenplay); Yasmina Risa (screenplay); John C. Reilly,Jodie Foster, Christoph Waltz, Kate Winslet",0,
2011,The Three Musketeers,,Summit Entertainment /Constantin Film,"Paul W. S. Anderson (director); Andrew Davies, Alex Litvalk (screenplay); Matthew Macfadyen, Logan Lerman, Ray Stevenson, Luke Evans, Milla Jovovich, Orlando Bloom, Christoph Waltz",0,
2011,W.E.,,The Weinstein Company,"Madonna (director/screenplay); Alex Keshishian (screenplay); Abbie Cornish,Oscar Isaac, James D'Arcy, Andrea Riseborough",1,
2011,Albert Nobbs,,Lionsgate / Roadside Attractions,"Rodrigo García (director); Glenn Close (screenplay); Glenn Close, Mia Wasikowska, Aaron Johnson, Brendan Gleeson, Janet McTeer, Jonathan Rhys Meyers, Pauline Collins, Brenda Fricker",0,
2011,Apollo 18,,Dimension Films,Gonzalo López-Gallego (director); Brian Miller (screenplay),0,
2011,A Dangerous Method,,Sony Pictures Classics,"David Cronenberg (director); Christopher Hampton (screenplay); Keira Knightley,Viggo Mortensen, Michael Fassbender, Vincent Cassel",1,
2011,Seven Days in Utopia,,Utopia Films,"Matt Russell (director/screenplay); David L. Cook, Rob Levine, Sandra Thrift (screenplay); Lucas Black, Robert Duvall, Melissa Leo",0,
2011,Shark Night,,Rogue Pictures,"David R. Ellis (director); Jesse Studenberg, Will Hayes (screenplay); Sara Paxton,Dustin Milligan, Chris Carmack, Katharine McPhee, Donal Logue, Joshua Leonard, Joel David Moore",1,
2011,Contagion,,Warner Bros.,"Steven Soderbergh (director); Scott Z. Burns (screenplay); Marion Cotillard, Matt Damon, Laurence Fishburne, Jude Law, Gwyneth Paltrow, Kate Winslet",0,
2011,Shame,,Fox Searchlight Pictures,"Steve McQueen (director); Abi Morgan, Steve McQueen (screenplay); Michael Fassbender, Carey Mulligan",1,
2011,Tinker Tailor Soldier Spy,,Focus Features,"Tomas Alfredson (director); Bridget O'Connor, Peter Straughan (screenplay);Gary Oldman, Colin Firth, Tom Hardy, John Hurt, Toby Jones, Mark Strong,Ciarán Hinds, Benedict Cumberbatch",0,
2011,Anonymous,,Columbia Pictures,"Roland Emmerich (director); John Orloff (screenplay); Rhys Ifans, Vanessa Redgrave, Joely Richardson, David Thewlis, Xavier Samuel, Sebastian Armesto,Rafe Spall, Edward Hogg, Jamie Campbell Bower, Derek Jacobi",1,
2011,First Position,,IFC Films,Bess Kargman (director),2,
2011,Real Steel,,Touchstone Pictures /DreamWorks Studios,"Shawn Levy (director); John Gatins (screenplay); Hugh Jackman, Kevin Durand,Evangeline Lilly, Anthony Mackie, Dakota Goyo",2,
2011,Surviving Progress,,First Run Features,"Mathieu Roy, Harold Crooks (director/screenplay)",0,
2011,Take This Waltz,,Magnolia Pictures,"Sarah Polley (director/screenplay); Seth Rogen, Michelle Williams, Sarah Silverman, Luke Kirby",0,
2011,The Woman in the Fifth,,ATO Pictures,"Pawel Pawlikowski (director/screenplay); Ethan Hawke, Kristin Scott Thomas",2,
2011,Your Sister's Sister,,IFC Films,"Lynn Shelton (director/screenplay); Emily Blunt, Rosemarie DeWitt, Mark Duplass",2,
2011,Killer Joe,,LD Distribution,"William Friedkin (director); Tracy Letts(screenplay); Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church, Gina Gershon",0,
2011,The Raid: Redemption,,Sony Pictures Classics,"Gareth Evans (director/screenplay); Iko Uwais, Doni Alamsyah, Joe Taslim, Yayan Ruhian, Ray Sahetapy",0,
2011,Bucky Larson: Born to Be a Star,,Columbia Pictures,"Tom Brady (director); Adam Sandler, Allen Covert, Nick Swardson (screenplay);Nick Swardson, Christina Ricci, Stephen Dorff, Don Johnson",0,
2011,Friends with Kids,,Lionsgate / Roadside Attractions,"Jennifer Westfeldt (director/screenplay); Adam Scott, Jennifer Westfeldt, Jon Hamm, Kristen Wiig, Maya Rudolph, Chris O'Dowd, Megan Fox, Edward Burns",1,
2011,Moneyball,,Columbia Pictures,"Bennett Miller (director); Aaron Sorkin, Steve Zaillian (screenplay); Brad Pitt,Jonah Hill, Robin Wright Penn, Philip Seymour Hoffman, Stephen Bishop, Kathryn Morris, Chris Pratt",2,
2011,Warrior,,Lionsgate,"Gavin O'Connor (director/screenplay); Anthony Tambakis, Cliff Dorfman(screenplay); Joel Edgerton, Tom Hardy, Jennifer Morrison, Nick Nolte, Frank Grillo",2,
2011,Comic-Con Episode IV: A Fan's Hope,,Wrekin Hill Entertainment,"Morgan Spurlock (director/screenplay); Jeremy Chilnick (screenplay); Skip Harvey, Eric Henson, Chuck Rozanski, James Darling, Se Young Kang",0,
2011,Damsels in Distress,,Sony Pictures Classics,"Whit Stillman (director/screenplay); Greta Gerwig, Adam Brody, Analeigh Tipton,Megalyn Echikunwoke, Carrie MacLemore, Hugo Becker, Ryan Metcalf",0,
2011,The Descendants,,Fox Searchlight Pictures,"Alexander Payne (director/screenplay); Nat Faxon, Jim Rash (screenplay);George Clooney, Shailene Woodley, Beau Bridges, Judy Greer, Matthew Lillard,Robert Forster",0,
2011,Goon,,Magnet Releasing,"Michael Dowse (director); Jay Baruchel, Evan Goldberg (screenplay);Seann William Scott, Jay Baruchel, Liev Schreiber, Alison Pill, Marc-André Grondin",1,
2011,Killer Elite,,Open Road Films,"Gary McKendry (director/screenplay); Matt Sherring (screenplay); Clive Owen,Jason Statham, Robert De Niro, Dominic Purcell, Yvonne Strahovski, Adewale Akinnuoye-Agbaje",1,
2011,The Oranges,,ATO Pictures,"Julian Farino (director); Ian Helfer, Jay Reiss (screenplay); Hugh Laurie, Leighton Meester, Catherine Keener, Adam Brody, Alia Shawkat, Oliver Platt, Allison Janney",2,
2011,Rampart,,Millennium Entertainment,"Oren Moverman (director); James Ellroy (screenplay); Woody Harrelson, Ben Foster, Robin Wright, Sigourney Weaver, Steve Buscemi, Anne Heche, Cynthia Nixon, Ice Cube, Brie Larson, Ned Beatty",0,
